Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
3/24/2019,31,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,31,24,20
3/25/2019,42,PM10,White Fish Dead End,30-029-0009,AQS,41,42,26
3/26/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,33,39
3/27/2019,43,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,43,31,23
3/28/2019,40,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,40,35,20
3/29/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,38,33
3/30/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,38,38
3/31/2019,39,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,39,26,36
4/1/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,24,28
4/2/2019,46,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,46,42,14
4/3/2019,34,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,34,27,30
4/4/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,31,33
4/5/2019,34,PM10,White Fish Dead End,30-029-0009,AQS,31,34,27
4/6/2019,42,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,42,18,6
4/7/2019,31,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,31,13,19
4/8/2019,42,PM10,White Fish Dead End,30-029-0009,AQS,40,42,21
4/9/2019,29,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,29,10,11
4/10/2019,33,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,33,10,17
4/11/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,10,15
4/12/2019,36,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,36,24,16
4/13/2019,35,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,35,20,14
4/14/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,19,7
4/15/2019,43,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,43,31,14
4/16/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,40,12
4/17/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,24,5
4/18/2019,53,PM10,Kalispell Flathead Electric,30-029-0047,AQS,38,53,25
4/19/2019,30,PM2.5,Flathead Valley,30-029-0049,AQS,24,30,30
4/20/2019,31,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,31,9,12
4/21/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,24,15
4/22/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,41,25
4/23/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,40,8
4/24/2019,48,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,48,43,23
4/25/2019,59,PM10,Kalispell Flathead Electric,30-029-0047,AQS,54,59,34
4/26/2019,47,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,47,40,32
4/27/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,19,13
4/28/2019,42,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,42,13,6
4/29/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,19,13
4/30/2019,46,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,46,31,14
5/1/2019,58,PM10,Kalispell Flathead Electric,30-029-0047,AQS,44,58,22
5/2/2019,61,PM10,Kalispell Flathead Electric,30-029-0047,AQS,44,61,.
5/3/2019,57,PM10,Kalispell Flathead Electric,30-029-0047,AQS,44,57,22
5/4/2019,62,PM10,Kalispell Flathead Electric,30-029-0047,AQS,41,62,.
5/5/2019,30,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,30,7,.
5/6/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,36,8
5/7/2019,20,PM10,Kalispell Flathead Electric,30-029-0047,AQS,.,20,7
5/8/2019,40,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,40,21,3
5/9/2019,48,PM10,Kalispell Flathead Electric,30-029-0047,AQS,45,48,11
5/10/2019,65,PM10,Kalispell Flathead Electric,30-029-0047,AQS,42,65,15
5/11/2019,61,PM10,Kalispell Flathead Electric,30-029-0047,AQS,41,61,18
5/12/2019,53,PM10,Kalispell Flathead Electric,30-029-0047,AQS,51,53,33
5/13/2019,71,PM10,Kalispell Flathead Electric,30-029-0047,AQS,49,71,28
5/14/2019,51,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,51,39,16
5/15/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,33,9
5/16/2019,33,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,33,14,0
5/17/2019,23,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,23,10,0
5/18/2019,36,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,36,7,1
5/19/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,9,0
5/20/2019,34,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,34,29,2
5/21/2019,28,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,28,27,2
5/22/2019,43,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,43,19,5
5/23/2019,48,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,48,27,13
5/24/2019,47,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,47,25,18
5/25/2019,39,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,39,13,6
5/26/2019,41,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,41,8,0
5/27/2019,44,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,44,14,18
5/28/2019,49,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,49,21,10
5/29/2019,47,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,47,28,19
5/30/2019,47,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,47,37,40
5/31/2019,73,PM2.5,Flathead Valley,30-029-0049,AQS,49,43,73
6/1/2019,71,PM2.5,Flathead Valley,30-029-0049,AQS,45,32,71
6/2/2019,49,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,49,26,45
6/3/2019,43,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,43,26,20
6/4/2019,48,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,48,36,6
6/5/2019,40,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,40,29,28
6/6/2019,31,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,31,8,0
6/7/2019,31,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,31,23,3
6/8/2019,23,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,23,10,8
6/9/2019,30,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,30,16,8
6/10/2019,32,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,32,21,10
6/11/2019,34,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,34,20,18
6/12/2019,32,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,32,25,9
6/13/2019,34,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,34,31,13
6/14/2019,39,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,39,30,16
6/15/2019,38,Ozone,Glacier NP - West Glacier Horse Stables,30-029-8001,AQS,38,21,10
